"","id","n_accidents","All.usual.residents","Males","Females","children","adults","A Road","B Road","Motorway","Not Classified","Unclassified","Total_km","LSOA11CD"
"1119","W01001119",139,1731,848,883,410,1321,4.758,0.703,0,9.751,44.535,59.747,"W01001119"
"1120","W01001120",49,1380,677,703,257,1123,0,1.158,0,1.717,7.111,9.986,"W01001120"
"1121","W01001121",46,1545,781,764,334,1211,0,2.252,0,10.699,10.241,23.192,"W01001121"
"1122","W01001122",26,2950,1793,1157,774,2176,0,0.365,0,7.424,11.087,18.876,"W01001122"
"1123","W01001123",12,1633,798,835,247,1386,0,0,0,0.907,2.778,3.685,"W01001123"
"1124","W01001124",42,1463,745,718,291,1172,0.209,0,0,0.236,2.928,3.373,"W01001124"
"1125","W01001125",43,1471,720,751,328,1143,0.599,0,0,1.256,3.28,5.135,"W01001125"
"1126","W01001126",15,1911,1009,902,252,1659,0,0,0,0.302,5.722,6.024,"W01001126"
"1127","W01001127",60,1199,586,613,203,996,0,9.528,0,9.165,13.188,31.881,"W01001127"
"1128","W01001128",29,1439,714,725,263,1176,0,3.585,0,2.869,15.424,21.878,"W01001128"
"1129","W01001129",22,1384,671,713,361,1023,0,0.137,0,0.408,2.865,3.41,"W01001129"
"1130","W01001130",22,1279,627,652,296,983,0,0,0,1.254,3.029,4.283,"W01001130"
"1131","W01001131",10,1753,814,939,419,1334,0,0.205,0,0.7,2.528,3.433,"W01001131"
"1132","W01001132",9,1370,650,720,305,1065,0,0,0,0.026,2.942,2.968,"W01001132"
"1133","W01001133",84,2029,1014,1015,321,1708,0.377,2.18,0,5.264,7.827,15.648,"W01001133"
"1134","W01001134",22,1144,536,608,209,935,0,0.821,0,3.674,5.838,10.333,"W01001134"
"1135","W01001135",124,1494,721,773,307,1187,9.842,0,0,12.258,19.71,41.81,"W01001135"
"1136","W01001136",79,1165,556,609,185,980,2.041,0,0,1.723,6.888,10.652,"W01001136"
"1137","W01001137",62,2389,1152,1237,497,1892,0,0.907,0,1.877,5.473,8.257,"W01001137"
"1138","W01001138",59,1362,656,706,316,1046,0,0.747,0,0.546,2.483,3.776,"W01001138"
"1139","W01001139",17,1473,738,735,339,1134,0,0,0,1.758,2.797,4.555,"W01001139"
"1140","W01001140",18,1432,714,718,306,1126,0,0,0,1.892,5.046,6.938,"W01001140"
"1141","W01001141",12,1617,791,826,378,1239,0,0,0,4.552,4.227,8.779,"W01001141"
"1142","W01001142",123,1592,794,798,377,1215,0.123,2.504,0,3.855,6.876,13.358,"W01001142"
"1143","W01001143",54,1600,789,811,350,1250,0.872,0.45,0,3.664,6.963,11.949,"W01001143"
"1144","W01001144",52,1606,781,825,413,1193,0,1.806,0,1.001,4.062,6.869,"W01001144"
"1145","W01001145",69,1765,883,882,404,1361,0.705,1.811,0,0.372,3.671,6.559,"W01001145"
"1146","W01001146",170,1419,693,726,276,1143,1.251,0.478,0,2.091,4.888,8.708,"W01001146"
"1147","W01001147",23,1801,852,949,328,1473,0.048,0,0,6.862,6.998,13.908,"W01001147"
"1148","W01001148",99,1662,810,852,378,1284,0.581,0.437,0,1.109,4.334,6.461,"W01001148"
"1149","W01001149",27,1428,692,736,294,1134,1.023,0,0,1.116,2.887,5.026,"W01001149"
"1150","W01001150",122,1670,780,890,316,1354,1.057,0.53,0,0.27,4.707,6.564,"W01001150"
"1151","W01001151",33,1679,820,859,300,1379,0,0.006,0,1.082,5.728,6.816,"W01001151"
"1152","W01001152",123,1584,779,805,328,1256,0.045,4.644,0,7.611,12.342,24.642,"W01001152"
"1153","W01001153",56,1499,732,767,337,1162,0.094,1.274,0,0.365,4.023,5.756,"W01001153"
"1154","W01001154",26,1405,676,729,284,1121,0.141,0,0,10.928,4.94,16.009,"W01001154"
"1155","W01001155",22,1534,718,816,270,1264,0,0,0,0.589,3.732,4.321,"W01001155"
"1156","W01001156",5,1546,772,774,396,1150,0,0,0,0.119,4.137,4.256,"W01001156"
"1157","W01001157",12,1386,662,724,273,1113,0,0,0,0,3.895,3.895,"W01001157"
"1158","W01001158",65,1491,746,745,280,1211,0,0.894,0,2.234,5.854,8.982,"W01001158"
"1159","W01001159",32,1279,621,658,315,964,0,0.219,0,0.649,5.071,5.939,"W01001159"
"1160","W01001160",99,1594,797,797,295,1299,0.311,0,0.428,3.097,10.007,13.843,"W01001160"
"1161","W01001161",22,2224,1083,1141,538,1686,1.386,0,0,5.808,8.088,15.282,"W01001161"
"1162","W01001162",11,1718,844,874,417,1301,0,0.261,0,0.791,5.035,6.087,"W01001162"
"1163","W01001163",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","W01001164",42,1551,763,788,372,1179,1.033,0,0,2.86,3.736,7.629,"W01001164"
"1165","W01001165",34,1304,615,689,291,1013,0.848,0,0,0.857,3.55,5.255,"W01001165"
"1166","W01001166",16,1321,662,659,271,1050,0,0,0,2.336,3.843,6.179,"W01001166"
"1167","W01001167",26,1478,704,774,355,1123,0,0,0,2.105,5.031,7.136,"W01001167"
"1168","W01001168",10,1457,668,789,316,1141,0,0,0,0.524,4.493,5.017,"W01001168"
"1169","W01001169",91,1726,896,830,430,1296,1.318,0,0,2.688,8.342,12.348,"W01001169"
"1170","W01001170",11,1218,581,637,205,1013,0,0,0,0.426,4.003,4.429,"W01001170"
"1171","W01001171",38,1260,605,655,226,1034,0.462,0.31,0,1.521,4.835,7.128,"W01001171"
"1172","W01001172",25,1492,722,770,346,1146,0.437,0,0,1.401,3.357,5.195,"W01001172"
"1173","W01001173",61,1368,686,682,289,1079,1.08,0,0,0.989,2.848,4.917,"W01001173"
"1174","W01001174",24,1385,649,736,321,1064,0.373,0,0,0.524,2.853,3.75,"W01001174"
"1175","W01001175",41,1439,684,755,274,1165,0.383,0,0,1.149,2.858,4.39,"W01001175"
"1176","W01001176",21,1460,715,745,305,1155,0.787,0,0,0.992,3.192,4.971,"W01001176"
"1177","W01001177",24,1279,634,645,255,1024,0.47,0,0,2.102,4.327,6.899,"W01001177"
"1178","W01001178",13,1709,829,880,390,1319,0,2.185,0,1.804,2.784,6.773,"W01001178"
"1179","W01001179",60,1727,830,897,386,1341,1.762,0.527,0,2.156,4.878,9.323,"W01001179"
"1180","W01001180",45,1463,699,764,370,1093,0,0.782,0,1.328,2.83,4.94,"W01001180"
"1181","W01001181",19,1396,690,706,280,1116,0,1.665,0,0.322,4.197,6.184,"W01001181"
"1182","W01001182",76,1479,734,745,366,1113,0.275,0,0,1.476,6.441,8.192,"W01001182"
"1183","W01001183",19,1011,525,486,159,852,0.199,0,0,0.009,1.383,1.591,"W01001183"
"1184","W01001184",222,1963,961,1002,339,1624,6.321,0,0,5.399,10.374,22.094,"W01001184"
"1185","W01001185",34,1625,798,827,317,1308,0.357,0,0,0.429,6.05,6.836,"W01001185"
"1186","W01001186",22,1753,859,894,436,1317,0.046,0,0,0.242,4.833,5.121,"W01001186"
"1187","W01001187",35,1393,719,674,282,1111,0.893,0,0,0.546,4.856,6.295,"W01001187"
"1188","W01001188",33,1038,498,540,187,851,0.088,0,0,1.438,4.908,6.434,"W01001188"
"1189","W01001189",13,1663,804,859,431,1232,0.291,0,0,0.444,4.005,4.74,"W01001189"
"1190","W01001190",70,2531,1250,1281,597,1934,3.185,0,0,9.564,9.941,22.69,"W01001190"
"1191","W01001191",75,2494,1234,1260,579,1915,0.105,0,0,4.263,15.165,19.533,"W01001191"
"1192","W01001192",9,1491,726,765,360,1131,0,0,0,0.247,3.19,3.437,"W01001192"
"1193","W01001193",13,1213,593,620,230,983,0.146,0.095,0,0.133,3.175,3.549,"W01001193"
"1194","W01001194",64,2165,1067,1098,496,1669,2.829,0,0,1.876,8.271,12.976,"W01001194"
"1195","W01001195",101,1498,741,757,293,1205,0.987,0.714,0,6.241,11.572,19.514,"W01001195"
"1196","W01001196",12,1575,787,788,343,1232,0,0.532,0,0.536,4.645,5.713,"W01001196"
"1197","W01001197",10,1258,629,629,261,997,0.288,0,0,3.646,7.623,11.557,"W01001197"
"1198","W01001198",3,1556,761,795,316,1240,0,0,0,0.152,4.237,4.389,"W01001198"
"1199","W01001199",41,1710,820,890,372,1338,0.122,0.873,0,2.832,5.973,9.8,"W01001199"
"1200","W01001200",35,1009,479,530,208,801,0,0,0,1.396,2.863,4.259,"W01001200"
"1201","W01001201",65,1238,613,625,268,970,1.096,0.204,0,1.745,2.625,5.67,"W01001201"
"1202","W01001202",39,1780,899,881,370,1410,1.931,0,0,10.099,5.022,17.052,"W01001202"
"1203","W01001203",26,1380,660,720,323,1057,1.586,0,0,1.398,3.807,6.791,"W01001203"
"1204","W01001204",71,1321,624,697,297,1024,2.906,0.096,0,4.316,5.101,12.419,"W01001204"
"1205","W01001205",68,1588,773,815,311,1277,0.364,0.01,0,1.777,6.136,8.287,"W01001205"
"1206","W01001206",20,1482,691,791,304,1178,0,0.044,0,0.492,3.204,3.74,"W01001206"
"1207","W01001207",10,1387,672,715,318,1069,0,0.697,0,0.326,4.402,5.425,"W01001207"
"1208","W01001208",58,1596,750,846,327,1269,0,0.952,0,1.577,3.36,5.889,"W01001208"
"1209","W01001209",18,1403,696,707,400,1003,0,0.11,0,0.421,3.648,4.179,"W01001209"
"1210","W01001210",29,1449,700,749,298,1151,0,0.799,0,1.58,3.577,5.956,"W01001210"
"1211","W01001211",17,1595,768,827,361,1234,0,0.383,0,0.203,3.257,3.843,"W01001211"
"1212","W01001212",14,1342,645,697,311,1031,0,0.53,0,0.62,2.737,3.887,"W01001212"
"1213","W01001213",27,1361,634,727,288,1073,0,0.663,0,2.286,2.579,5.528,"W01001213"
"1214","W01001214",8,1299,634,665,264,1035,0,0.445,0,1.772,2.856,5.073,"W01001214"
"1215","W01001215",50,1037,514,523,200,837,0.978,0.05,0,1.095,2.9,5.023,"W01001215"
"1216","W01001216",28,1535,747,788,316,1219,0.343,0,0,2.467,3.153,5.963,"W01001216"
"1217","W01001217",13,1202,601,601,290,912,0.138,0,0,0.448,3.466,4.052,"W01001217"
"1218","W01001218",46,1541,761,780,343,1198,0,0.073,0,2.419,4.03,6.522,"W01001218"
"1219","W01001219",24,1332,662,670,253,1079,0.018,0.7,0,1.642,2.327,4.687,"W01001219"
"1220","W01001220",24,1479,725,754,337,1142,0.042,0.053,0,1.137,3.85,5.082,"W01001220"
"1221","W01001221",42,1467,672,795,368,1099,0.799,0,0,1.828,3.789,6.416,"W01001221"
"1222","W01001222",28,1596,751,845,428,1168,0.601,0,0,0.092,4.69,5.383,"W01001222"
"1223","W01001223",54,1593,780,813,297,1296,2.224,0,0,4.706,6.462,13.392,"W01001223"
"1224","W01001224",39,2129,1033,1096,613,1516,0.427,1.09,0,0.232,6.134,7.883,"W01001224"
"1225","W01001225",105,1574,767,807,308,1266,2.685,0.335,0.007,6.042,9.591,18.66,"W01001225"
"1226","W01001226",29,1719,800,919,426,1293,0.301,0.298,0,1.23,3.428,5.257,"W01001226"
"1227","W01001227",5,1334,656,678,273,1061,0,0,0,0.464,3.411,3.875,"W01001227"
"1228","W01001228",101,1502,751,751,253,1249,0.678,1.105,0,1.263,6.696,9.742,"W01001228"
"1229","W01001229",41,1433,749,684,282,1151,0,0.522,0,1.896,2.883,5.301,"W01001229"
"1230","W01001230",15,1603,788,815,332,1271,0,0.507,0,2.803,3.757,7.067,"W01001230"
"1231","W01001231",42,1540,746,794,311,1229,0,0.996,0,1.191,5.032,7.219,"W01001231"
"1232","W01001232",91,1394,690,704,261,1133,2.108,0.314,0,0.583,3.492,6.497,"W01001232"
"1233","W01001233",160,1700,845,855,310,1390,14.222,0,0,45.9,31.609,91.731,"W01001233"
"1234","W01001234",69,1456,706,750,258,1198,0.696,0,0,2.737,6.349,9.782,"W01001234"
"1235","W01001235",56,1685,792,893,358,1327,0.956,0,0,1.149,3.248,5.353,"W01001235"
"1236","W01001236",20,1516,715,801,330,1186,0.62,0,0,2.367,4.408,7.395,"W01001236"
"1237","W01001237",21,1467,682,785,329,1138,0,0,0,0.084,2.616,2.7,"W01001237"
"1238","W01001238",8,1673,774,899,507,1166,0,0,0,1.143,4.181,5.324,"W01001238"
"1239","W01001239",21,1365,673,692,291,1074,0,0,0,0.388,3.257,3.645,"W01001239"
"1240","W01001240",168,1945,949,996,328,1617,5.237,0,0,3.544,8.509,17.29,"W01001240"
"1241","W01001241",51,1727,841,886,360,1367,1.808,0,0,1.832,4.954,8.594,"W01001241"
"1242","W01001242",88,1357,675,682,244,1113,2.384,0,0,1.893,6.406,10.683,"W01001242"
"1243","W01001243",107,1377,652,725,254,1123,1.713,0.049,0,0.856,4.383,7.001,"W01001243"
"1244","W01001244",100,1364,642,722,193,1171,0.634,0.435,0,1.928,11.945,14.942,"W01001244"
"1245","W01001245",39,1303,640,663,221,1082,0.921,0.972,0,1.624,3.353,6.87,"W01001245"
"1246","W01001246",15,1381,664,717,224,1157,0,0.299,0,0,3.628,3.927,"W01001246"
"1247","W01001247",28,1696,830,866,358,1338,0,0,0,2.436,3.369,5.805,"W01001247"
"1248","W01001248",64,2054,1060,994,432,1622,0.695,0,0,4.566,5.992,11.253,"W01001248"
"1249","W01001249",34,1389,682,707,249,1140,0,0,0,1.977,3.147,5.124,"W01001249"
"1250","W01001250",65,1458,699,759,292,1166,0.903,0,0,6.585,11.089,18.577,"W01001250"
"1251","W01001251",12,1557,742,815,422,1135,0,0,0,0.66,3.547,4.207,"W01001251"
"1252","W01001252",16,1523,747,776,316,1207,0,0,0,0.653,4.023,4.676,"W01001252"
"1253","W01001253",48,1428,682,746,337,1091,0.132,1.203,0,4.318,4.279,9.932,"W01001253"
"1254","W01001254",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","W01001255",28,1598,771,827,370,1228,0.511,1.026,0,1.049,3.786,6.372,"W01001255"
"1256","W01001256",24,1222,596,626,259,963,0,0,0,1.096,2.373,3.469,"W01001256"
"1257","W01001257",25,1267,618,649,224,1043,0.416,0,0,1.644,4.965,7.025,"W01001257"
"1258","W01001258",99,1265,613,652,237,1028,4.715,0,0,3.163,3.776,11.654,"W01001258"
"1259","W01001259",14,1691,818,873,383,1308,0,0.945,0,2.704,3.513,7.162,"W01001259"
"1260","W01001260",28,1091,514,577,245,846,0.078,0.767,0,1.483,1.497,3.825,"W01001260"
"1261","W01001261",45,1258,632,626,227,1031,0.44,1.197,0,1.582,2.355,5.574,"W01001261"
"1262","W01001262",128,1356,724,632,204,1152,0.466,1.479,0,2.599,3.868,8.412,"W01001262"
"1263","W01001263",10,1711,932,779,160,1551,0,0,0,2.297,3.437,5.734,"W01001263"
"1264","W01001264",42,2083,1204,879,133,1950,0.448,1.057,0,3.766,2.786,8.057,"W01001264"
"1265","W01001265",40,1535,732,803,340,1195,0.659,0,0,2.429,2.816,5.904,"W01001265"
"1266","W01001266",36,1343,651,692,270,1073,0.499,0.28,0,6.763,3.325,10.867,"W01001266"
"1267","W01001267",29,1423,708,715,294,1129,2.706,0.007,0,6.516,5.706,14.935,"W01001267"
"1268","W01001268",23,1426,710,716,296,1130,0.188,0.778,0,2.102,2.729,5.797,"W01001268"
"1269","W01001269",55,1416,681,735,269,1147,1.023,0.02,0,2.43,3.772,7.245,"W01001269"
"1270","W01001270",16,1445,702,743,249,1196,0.253,0.202,0,3.459,3.542,7.456,"W01001270"
"1271","W01001271",44,1620,815,805,375,1245,0.974,0.346,0,5.352,4.765,11.437,"W01001271"
"1272","W01001272",16,1545,752,793,364,1181,0.574,0,0,2.859,3.408,6.841,"W01001272"
"1273","W01001273",40,1668,802,866,313,1355,0.736,0,0,2.49,2.021,5.247,"W01001273"
"1274","W01001274",27,1344,652,692,389,955,0.021,0.511,0,0.479,3.87,4.881,"W01001274"
"1275","W01001275",30,1807,891,916,420,1387,0.385,0.079,0,1.789,5.03,7.283,"W01001275"
"1276","W01001276",28,1395,684,711,274,1121,1.403,0,0,0.204,5.574,7.181,"W01001276"
"1277","W01001277",63,1211,591,620,257,954,0,0.676,0,0.24,2.85,3.766,"W01001277"
"1278","W01001278",15,1154,588,566,322,832,0,0.239,0,1.146,2.516,3.901,"W01001278"
"1279","W01001279",11,1182,548,634,280,902,0,0.1,0,0.467,2.095,2.662,"W01001279"
"1280","W01001280",25,1631,796,835,334,1297,0.091,0,0,2.126,5.1,7.317,"W01001280"
"1281","W01001281",21,1689,823,866,342,1347,0.179,0,0,1.948,5.333,7.46,"W01001281"
"1282","W01001282",14,2000,975,1025,452,1548,0,1.733,0,6.356,4.298,12.387,"W01001282"
"1283","W01001283",56,1503,715,788,304,1199,0,0.799,0,14.704,16.866,32.369,"W01001283"
"1284","W01001284",1,1161,592,569,306,855,0,0,0,0,2.949,2.949,"W01001284"
"1285","W01001285",52,1451,689,762,229,1222,1.241,0.979,0,1.98,2.715,6.915,"W01001285"
"1286","W01001286",59,1535,755,780,343,1192,0,0.837,0,2.075,2.19,5.102,"W01001286"
"1287","W01001287",55,1456,731,725,303,1153,0.2,0.582,0,3.617,2.916,7.315,"W01001287"
"1288","W01001288",47,1412,697,715,295,1117,0.604,0.356,0,1.488,2.879,5.327,"W01001288"
"1289","W01001289",31,1392,683,709,246,1146,0,2.01,0,10.601,9.487,22.098,"W01001289"
"1290","W01001290",25,1885,944,941,410,1475,0,2.56,0,2.84,5.968,11.368,"W01001290"
"1291","W01001291",57,1845,906,939,460,1385,1.059,0,0,2.033,6.794,9.886,"W01001291"
"1292","W01001292",7,1730,820,910,424,1306,0,0,0,0.238,7.386,7.624,"W01001292"
"1293","W01001293",29,1650,792,858,319,1331,0.124,0,0,0.421,7.61,8.155,"W01001293"
"1294","W01001294",4,1644,818,826,302,1342,0,0,0,0.821,6.86,7.681,"W01001294"
"1295","W01001295",69,1574,754,820,357,1217,0.293,0,0,0.286,7.386,7.965,"W01001295"
"1296","W01001296",46,1677,822,855,329,1348,0,0,0,4.474,6.706,11.18,"W01001296"
"1297","W01001297",95,1890,958,932,407,1483,0.568,0,0,2.151,4.652,7.371,"W01001297"
"1298","W01001298",61,1785,865,920,363,1422,0.003,0,0,1.38,9.766,11.149,"W01001298"
"1299","W01001299",53,1616,750,866,430,1186,0,0,0,0.534,4.257,4.791,"W01001299"
"1300","W01001300",51,1753,825,928,452,1301,0,0,0,0.132,5.301,5.433,"W01001300"
"1301","W01001301",29,1911,913,998,504,1407,0,0,0,0,4.564,4.564,"W01001301"
"1302","W01001302",26,1124,580,544,255,869,0.825,0.347,0,1.023,1.927,4.122,"W01001302"
"1303","W01001303",38,1200,583,617,286,914,0.747,0.057,0,0.98,4.178,5.962,"W01001303"
"1304","W01001304",17,1507,758,749,307,1200,0.001,1.005,0,3.068,2.832,6.906,"W01001304"
"1305","W01001305",40,1292,617,675,229,1063,0.159,0,0,0.57,3.011,3.74,"W01001305"
"1306","W01001306",103,1549,758,791,297,1252,1.959,0,0,1.757,4.79,8.506,"W01001306"
"1307","W01001307",67,1485,734,751,236,1249,0.331,0,0,0.618,4.301,5.25,"W01001307"
"1308","W01001308",26,1320,626,694,404,916,0,0,0,0,3.063,3.063,"W01001308"
"1309","W01001309",13,1277,604,673,329,948,0,0,0,0.395,2.738,3.133,"W01001309"
"1310","W01001310",7,1630,798,832,328,1302,0.054,0,0,1.292,4.036,5.382,"W01001310"
"1311","W01001311",20,1192,608,584,279,913,0,0,0,1.133,2.58,3.713,"W01001311"
"1312","W01001312",109,1557,738,819,297,1260,1.533,0.227,0,6.988,4.262,13.01,"W01001312"
"1313","W01001313",23,1560,752,808,311,1249,0.71,0.521,0,1.431,2.781,5.443,"W01001313"
"1314","W01001314",32,2179,1078,1101,507,1672,2.22,0,0,3.579,7.345,13.144,"W01001314"
"1315","W01001315",84,1709,895,814,292,1417,0.392,0,0,1.286,7.507,9.185,"W01001315"
"1316","W01001316",54,2862,1420,1442,620,2242,0.787,0,0,1.678,7.888,10.353,"W01001316"
"1317","W01001317",34,1599,772,827,293,1306,0.794,0,0,3.032,7.289,11.115,"W01001317"
"1318","W01001318",39,1501,769,732,278,1223,1.33,0,0,1.679,3.366,6.375,"W01001318"
"1319","W01001319",44,1646,820,826,328,1318,1.23,0,0,0.502,7.439,9.171,"W01001319"
"1320","W01001320",32,1546,769,777,338,1208,0.896,0.332,0,0.972,4.025,6.225,"W01001320"
"1321","W01001321",29,1572,750,822,392,1180,0.196,0.368,0,2.096,7.711,10.371,"W01001321"
"1322","W01001322",28,1592,780,812,316,1276,0.444,0.449,0,0.198,4.783,5.874,"W01001322"
"1323","W01001323",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","W01001324",93,2033,984,1049,351,1682,3.948,0,0,2.787,8.462,15.197,"W01001324"
"1325","W01001325",31,1540,770,770,361,1179,0,1.365,0,1.1,6.749,9.214,"W01001325"
"1326","W01001326",57,2102,1045,1057,475,1627,1.867,0.1,0,3.291,7.015,12.273,"W01001326"
"1327","W01001327",48,2169,1087,1082,426,1743,0.664,0.965,0,18.106,15.004,34.739,"W01001327"
"1328","W01001328",26,1606,812,794,403,1203,0.045,0.494,0,2.591,6.264,9.394,"W01001328"
"1329","W01001329",15,1577,761,816,369,1208,0.559,0.802,0,1.673,4.575,7.609,"W01001329"
"1330","W01001330",16,1473,741,732,322,1151,0,0.891,0,1.791,4.508,7.19,"W01001330"
"1331","W01001331",17,1785,884,901,471,1314,0,0.361,0,2.579,3.859,6.799,"W01001331"
"1332","W01001332",27,1926,982,944,489,1437,0,0.771,0,5.466,7.586,13.823,"W01001332"
"1333","W01001333",12,1615,770,845,450,1165,0,0.375,0,1.458,3.021,4.854,"W01001333"
"1334","W01001334",20,1495,732,763,397,1098,0.937,1.057,0,0.511,4.12,6.625,"W01001334"
"1335","W01001335",32,1274,638,636,255,1019,3.85,0.633,0,11.857,13.151,29.491,"W01001335"
"1336","W01001336",12,1437,735,702,257,1180,0.11,0,0,0.43,2.862,3.402,"W01001336"
"1337","W01001337",22,1558,774,784,341,1217,0,0,0,1.855,2.839,4.694,"W01001337"
"1338","W01001338",33,1744,887,857,381,1363,0.098,0,0,2.289,3.522,5.909,"W01001338"
"1339","W01001339",12,1457,668,789,360,1097,0,0,0,1.013,4.998,6.011,"W01001339"
"1340","W01001340",35,1809,915,894,390,1419,0.135,0,0,3.6,11.735,15.47,"W01001340"
"1341","W01001341",13,1807,850,957,377,1430,0.245,0,0,0.48,5.43,6.155,"W01001341"
"1342","W01001342",10,1168,567,601,253,915,0.814,0,0,0.21,3.815,4.839,"W01001342"
"1343","W01001343",5,1194,591,603,258,936,1.354,0,0,3.446,6.497,11.297,"W01001343"
"1344","W01001344",44,1708,836,872,326,1382,1.158,0,0,2.61,7.437,11.205,"W01001344"
"1345","W01001345",9,1537,738,799,517,1020,0.278,0,0,0.431,2.61,3.319,"W01001345"
"1346","W01001346",21,1535,742,793,344,1191,0.576,0,0,1.488,4.272,6.336,"W01001346"
"1347","W01001347",24,1442,699,743,285,1157,0.14,0.005,0,0.825,4.18,5.15,"W01001347"
"1348","W01001348",15,1812,834,978,489,1323,0,0,0,0.349,3.305,3.654,"W01001348"
"1349","W01001349",3,1971,985,986,542,1429,0,0.404,0,0.292,4.343,5.039,"W01001349"
"1350","W01001350",74,1767,877,890,356,1411,0,1.482,0,2.467,4.395,8.344,"W01001350"
"1351","W01001351",18,1504,754,750,235,1269,0.815,0.142,0,1.487,6.45,8.894,"W01001351"
"1352","W01001352",6,1845,890,955,428,1417,0,0,0,0.277,4.298,4.575,"W01001352"
"1353","W01001353",15,1595,787,808,296,1299,0,0,0,0.191,4.312,4.503,"W01001353"
"1354","W01001354",27,1646,816,830,335,1311,0,0.842,0,2.319,4.497,7.658,"W01001354"
"1355","W01001355",41,1619,814,805,276,1343,0.044,0.906,0,3.833,5.081,9.864,"W01001355"
"1356","W01001356",9,1259,627,632,281,978,0,0,0,0,3.182,3.182,"W01001356"
"1357","W01001357",32,1600,805,795,320,1280,0,0.923,0,2.75,13.102,16.775,"W01001357"
"1358","W01001358",25,1540,756,784,349,1191,0,0,0,1.184,6.741,7.925,"W01001358"
"1359","W01001359",95,1548,772,776,301,1247,2.099,1.342,0,1.843,8.637,13.921,"W01001359"
"1360","W01001360",40,1357,666,691,312,1045,0,0,0,7.786,20.633,28.419,"W01001360"
"1361","W01001361",32,1250,611,639,297,953,0,0,0,1.186,8.91,10.096,"W01001361"
"1362","W01001362",41,2062,1002,1060,381,1681,0,0,0,3.175,6.821,9.996,"W01001362"
"1363","W01001363",15,1493,731,762,359,1134,0.187,0,0,0.997,4.775,5.959,"W01001363"
"1364","W01001364",8,1930,945,985,543,1387,0,0,0,0.144,4.083,4.227,"W01001364"
"1365","W01001365",37,2125,1031,1094,523,1602,0.442,0,0,1.984,8.153,10.579,"W01001365"
"1366","W01001366",7,1692,836,856,343,1349,0,0,0,1.91,6.171,8.081,"W01001366"
"1367","W01001367",16,1516,767,749,341,1175,0,0,0,2.506,3.662,6.168,"W01001367"
"1368","W01001368",45,1553,757,796,377,1176,0.728,0,0,1.159,3.84,5.727,"W01001368"
"1369","W01001369",175,2242,1111,1131,432,1810,4.045,0.279,0,5.286,15.663,25.273,"W01001369"
"1370","W01001370",45,1686,818,868,293,1393,0,1.569,0,2.151,3.97,7.69,"W01001370"
"1371","W01001371",56,1450,685,765,334,1116,0.582,0,0,0.836,5.542,6.96,"W01001371"
"1372","W01001372",22,1943,910,1033,448,1495,1.071,0.588,0,0.254,4.236,6.149,"W01001372"
"1373","W01001373",55,1692,839,853,355,1337,0,1.111,0,1.591,3.328,6.03,"W01001373"
"1374","W01001374",11,1462,722,740,332,1130,0,0,0,2.209,5.381,7.59,"W01001374"
"1375","W01001375",29,1475,710,765,276,1199,0,1.536,0,2.376,4.048,7.96,"W01001375"
"1376","W01001376",23,1530,736,794,366,1164,0,2.01,0,1.918,3.873,7.801,"W01001376"
"1377","W01001377",39,1543,741,802,277,1266,2.424,0.692,0,5.937,5.158,14.211,"W01001377"
"1378","W01001378",46,1592,744,848,322,1270,0.004,0.468,0,1.249,5.282,7.003,"W01001378"
"1379","W01001379",14,1512,778,734,346,1166,0,0.209,0,0.958,3.795,4.962,"W01001379"
"1380","W01001380",13,1815,902,913,381,1434,0,0,0,2.923,7.318,10.241,"W01001380"
"1381","W01001381",9,1535,759,776,388,1147,0.278,0,0,2.563,7.282,10.123,"W01001381"
"1382","W01001382",9,1653,808,845,296,1357,0,0,0,1.422,6.333,7.755,"W01001382"
"1383","W01001383",60,1506,732,774,320,1186,1.242,0,0,0.93,5.367,7.539,"W01001383"
"1384","W01001384",12,1647,826,821,356,1291,0.653,0,0,1.561,3.626,5.84,"W01001384"
"1385","W01001385",44,1576,766,810,326,1250,3.711,0,0,6.416,11.937,22.064,"W01001385"
"1386","W01001386",6,1743,877,866,463,1280,0.415,0,0,1.298,4.359,6.072,"W01001386"
"1387","W01001387",66,1285,636,649,288,997,1.341,1.158,0,0.968,3.538,7.005,"W01001387"
"1388","W01001388",79,1855,872,983,502,1353,0.95,1.171,0,1.967,4.381,8.469,"W01001388"
"1389","W01001389",7,1162,581,581,261,901,0.174,0.551,0,0.373,3.234,4.332,"W01001389"
"1390","W01001390",13,1843,917,926,465,1378,0,0.08,0,2.015,7.472,9.567,"W01001390"
"1391","W01001391",17,1639,796,843,353,1286,0,0.486,0,2.745,5.113,8.344,"W01001391"
"1392","W01001392",23,1769,861,908,336,1433,1.222,0,0,4.279,7.486,12.987,"W01001392"
"1393","W01001393",17,1345,672,673,304,1041,0,0,0,0.072,4.252,4.324,"W01001393"
"1394","W01001394",6,1377,705,672,332,1045,0,0,0,0,4.056,4.056,"W01001394"
"1395","W01001395",44,1455,692,763,288,1167,0,1.148,0,0.844,3.772,5.764,"W01001395"
"1396","W01001396",2,1666,796,870,483,1183,0,0.433,0,0.847,3.3,4.58,"W01001396"
